iter	MultiClass
122	0.6012821475
123	0.6004438573
124	0.5999401597
125	0.5989125813
126	0.5984867752
127	0.5972699373
128	0.5961836408
129	0.5953262692
130	0.5937213478
131	0.5927867886
132	0.591591017
133	0.5905321204
134	0.589420033
135	0.5891310172
136	0.5881531213
137	0.5869775574
138	0.5851467089
139	0.5842706493
140	0.5837169816
141	0.5831018763
142	0.5821661062
143	0.5815915929
144	0.5811183924
145	0.5801883875
146	0.5793006988
147	0.5782415624
148	0.577562276
149	0.5770920407
150	0.5763597866
151	0.5751688546
152	0.5739374602
153	0.5724842287
154	0.5715412815
155	0.5702577432
156	0.5697188914
157	0.5691687241
158	0.5678098457
159	0.5672292753
160	0.5662961277
161	0.5653397451
162	0.5642575771
163	0.5635734908
164	0.5633385844
165	0.5628340547
166	0.5620978902
167	0.5613414829
168	0.5603987257
169	0.5596968531
170	0.5589143328
171	0.5575418102
172	0.5565063472
173	0.5556115011
174	0.5552331046
175	0.5542612806
176	0.5529941267
177	0.5517332567
178	0.5513018027
179	0.5502927701
180	0.5493024831
181	0.5483784541
182	0.5476512732
183	0.5468005309
184	0.545943484
185	0.5446992005
186	0.5439797733
187	0.5432800715
188	0.5424838764
189	0.5418790931
190	0.5410181401
191	0.5401069712
192	0.539440882
193	0.538087388
194	0.5367782084
195	0.5359182982
196	0.5354177942
197	0.5344279242
198	0.533570855
199	0.5326780815
200	0.531944312
201	0.5309495615
202	0.530242336
203	0.52986651
204	0.5293661298
205	0.5285628564
206	0.5277561319
207	0.5267376071
208	0.5260161105
209	0.5248893845
210	0.524356199
211	0.5233175577
212	0.5223075731
213	0.5216014048
214	0.5207442567
215	0.5202346844
216	0.5194570661
217	0.518176255
218	0.5173432084
219	0.5168671132
220	0.5159519764
221	0.5150515685
222	0.5145505746
223	0.5139784936
224	0.5133553606
225	0.5126946175
226	0.5119276058
227	0.5110316248
228	0.5096235461
229	0.5077336603
230	0.507235532
231	0.5062054479
232	0.50554629
233	0.5050295975
234	0.5041219772
235	0.5035415754
236	0.5028594181
237	0.5020544792
238	0.5011940842
239	0.5007857586
240	0.4999104057
241	0.4987090135
242	0.4976357507
243	0.497076334
244	0.4957315363
245	0.4954024691
246	0.4942851928
247	0.4932966667
248	0.4926228774
249	0.4918231727
250	0.490613242
251	0.4902172587
252	0.4898460352
253	0.4889430014
254	0.4878871465
255	0.4872934772
256	0.486874075
257	0.4863352289
258	0.4858606901
259	0.4856187757
260	0.4851341811
261	0.4843728755
262	0.4840494882
263	0.4829124358
264	0.4820871306
265	0.4817801664
266	0.4805448344
267	0.4800963497
268	0.4794453379
269	0.4787476717
270	0.4781412942
271	0.4773357219
272	0.4766654179
273	0.47630029
274	0.4755727247
275	0.4748578293
276	0.4740877511
277	0.4731436731
278	0.4727312196
279	0.4718604789
280	0.471462781
281	0.4711245202
282	0.4706682568
283	0.4702249828
284	0.4695976704
285	0.468663337
286	0.4681701366
287	0.4672150619
288	0.4666142491
289	0.4660140907
290	0.4654210005
291	0.4649026635
292	0.4643614502
293	0.4639085863
294	0.4628544355
295	0.4623836571
296	0.4616596482
297	0.4610121578
298	0.460343781
299	0.4596460138
300	0.458861542
301	0.4579830175
302	0.4570480125
303	0.4565954359
304	0.4560662477
305	0.4556759014
306	0.455200526
307	0.4547609937
308	0.4543865084
309	0.4536975874
310	0.4527382769
311	0.4522747964
312	0.4520243688
313	0.4514463993
314	0.4509093415
315	0.450511851
316	0.4500243155
317	0.4497432482
318	0.4494004084
319	0.4490164098
320	0.4483262547
321	0.4476638144
322	0.4468231372
323	0.4463396069
324	0.4455970625
325	0.4449800072
326	0.4444016921
327	0.4436194134
328	0.4429095643
329	0.4424604445
330	0.4418114183
331	0.4413994903
332	0.4410934347
333	0.4400463003
334	0.4392570975
335	0.4386052759
336	0.4383699668
337	0.4377370105
338	0.4368865515
339	0.4363155258
340	0.4354307865
341	0.4348795613
342	0.4344765445
343	0.4341635503
344	0.4335409189
345	0.4329956137
346	0.4320589976
347	0.4314647963
348	0.4304106867
349	0.4293510858
350	0.4291450526
351	0.4288439888
352	0.4282403201
353	0.4277345198
354	0.4276231716
355	0.426904545
356	0.4264799711
357	0.4256119114
358	0.4253169832
359	0.4248542589
360	0.4244398621
361	0.4237065298
362	0.4230275152
363	0.4226893301
364	0.4218294496
365	0.4214186151
366	0.42113227
367	0.4209372726
368	0.4201475143
369	0.4194779705
370	0.4187697094
371	0.4185049814
372	0.4181230571
373	0.4177049574
374	0.4171450491
375	0.4167526606
376	0.4160999947
377	0.4153745229
378	0.4149353046
379	0.4142545336
380	0.4137588949
381	0.4133122625
382	0.4128431484
383	0.4124301955
384	0.411958824
385	0.411103395
386	0.4104490174
387	0.409816911
388	0.4095746006
389	0.4091731683
390	0.4087594052
391	0.408493189
392	0.4080988213
393	0.4075850645
394	0.4065161897
395	0.4062554908
396	0.4055639947
397	0.4051979202
398	0.4046698646
399	0.4039809822
400	0.4034657788
401	0.4025447203
402	0.4017075222
403	0.4013023189
404	0.4008114949
405	0.4003862412
406	0.4000586723
407	0.3999256505
408	0.3997094127
409	0.3993062268
410	0.3989901505
411	0.3984675252
412	0.3978529908
413	0.3974950931
414	0.396822289
415	0.3964552065
416	0.3960776436
417	0.3955776318
418	0.395175425
419	0.394413926
420	0.3940928045
421	0.3935706017
422	0.3930737778
423	0.3929301988
424	0.3924113255
425	0.3917970282
426	0.3912163383
427	0.3904096311
428	0.3899682825
429	0.389089507
430	0.3885944271
431	0.3879128133
432	0.3870722671
433	0.3866456785
434	0.3862474941
435	0.3856497707
436	0.3853147075
437	0.3847636443
438	0.3839970378
439	0.3838427345
440	0.3833207259
441	0.3830290169
442	0.3825873129
443	0.3821195082
444	0.3815714435
445	0.3812705975
446	0.3803998951
447	0.3797612685
448	0.3792272586
449	0.3787627924
450	0.3782061651
451	0.3777097995
452	0.3773057757
453	0.3765061184
454	0.3760525693
455	0.3753525098
456	0.3746957107
457	0.3742170869
458	0.3736059085
459	0.3731563662
460	0.372425865
461	0.3717247086
462	0.3712489601
463	0.3707562872
464	0.3698664418
465	0.3694605271
466	0.3691139301
467	0.3687644939
468	0.3679933214
469	0.3675603839
470	0.367303394
471	0.3671293325
472	0.3668929185
473	0.3667583422
474	0.3665419871
475	0.3662285941
476	0.3653292579
477	0.3646347772
478	0.3640867975
479	0.3635398848
480	0.3632315155
481	0.3630142891
482	0.3626882496
483	0.3619137497
484	0.3613275617
485	0.360723263
486	0.3603421046
487	0.3598059418
488	0.3592935715
489	0.3588310086
490	0.358503467
491	0.3579975904
492	0.3574947533
493	0.3573644277
494	0.3571597678
495	0.3566643292
496	0.3557972821
497	0.3555725059
498	0.3552927303
499	0.3548616298
500	0.3541771724
501	0.3540278817
502	0.3533399241
503	0.3527265684
504	0.3519849263
505	0.3517113168
506	0.3513367542
507	0.3509942637
508	0.3507406083
509	0.350447737
510	0.3501893622
511	0.3499718601
512	0.3496276516
513	0.3491692278
514	0.3485698953
515	0.3479089685
516	0.3473882122
517	0.3468888356
518	0.3466219261
519	0.3463134044
520	0.3461878252
521	0.3457215894
522	0.3454410332
523	0.3451058188
524	0.3449451408
525	0.3442090598
526	0.3438617253
527	0.3433325756
528	0.3425462015
529	0.3421606112
530	0.3416203733
531	0.3411362888
532	0.340652231
533	0.3403281142
534	0.3399233337
535	0.339409919
536	0.3392441354
537	0.3388569493
538	0.3384383022
539	0.3378120843
540	0.3375740755
541	0.3372652173
542	0.33680661
543	0.3363037699
544	0.3359912512
545	0.3357138488
546	0.335306756
547	0.3350783769
548	0.3348972421
549	0.334645648
550	0.3338214697
551	0.333336822
552	0.3329180466
553	0.3326305124
554	0.3320611757
555	0.3313591658
556	0.3311515633
557	0.3310316842
558	0.3305427535
559	0.3299941599
560	0.3298791358
561	0.3296589097
562	0.3294186273
563	0.3287478847
564	0.32837387
565	0.3280425127
566	0.3274715553
567	0.3271140328
568	0.3268701635
569	0.3265364874
570	0.3262760123
571	0.3259276177
572	0.3251872143
573	0.3247897125
574	0.3245945417
575	0.3241765498
576	0.3236230831
577	0.3233744653
578	0.3228472412
579	0.3226109439
580	0.3222570211
581	0.3218489553
582	0.3215295071
583	0.3211617327
584	0.3206904394
585	0.320384236
586	0.3198553687
587	0.3194874335
588	0.3192199562
589	0.3187563744
590	0.3184595011
591	0.3180206618
592	0.3177570177
593	0.3171434989
594	0.3167988866
595	0.3164959946
596	0.3162830378
597	0.3158973581
598	0.3154881754
599	0.3150804046
600	0.3148470534
601	0.3146600235
602	0.3141546323
603	0.3138103969
604	0.3131773
605	0.3128368834
606	0.3124567484
607	0.3122396331
608	0.3120934464
609	0.3114026301
610	0.311183993
611	0.3107970358
612	0.3103433436
613	0.3095363989
614	0.3089112496
615	0.3087161203
616	0.3083881766
617	0.3081047707
618	0.3076192341
619	0.3071569244
620	0.306825685
621	0.3065237464
622	0.3063862735
623	0.3060435909
624	0.3058379164
625	0.3054643847
626	0.3052250996
627	0.3050719965
628	0.3048419598
629	0.304501511
630	0.3042276032
631	0.3038433058
632	0.303317235
633	0.3029429625
634	0.3026585324
635	0.3022859676
636	0.3019288128
637	0.3014844143
638	0.3012402449
639	0.3007449885
640	0.3006731729
641	0.3002718351
642	0.3000815531
643	0.2999433142
644	0.2994576833
645	0.2992709041
646	0.2986256606
647	0.2982984608
648	0.298020867
649	0.2977106828
650	0.2975085343
651	0.2972334693
652	0.2968103189
653	0.2961943615
654	0.2958947418
655	0.2956801351
656	0.2952440906
657	0.295161925
658	0.2948089818
659	0.2943268271
660	0.2939274399
661	0.293520587
662	0.2933214863
663	0.2928934198
664	0.2926187399
665	0.2920901733
666	0.2918590442
667	0.2914886907
668	0.2912247514
669	0.290974126
670	0.2908414503
671	0.2904746501
672	0.2900823802
673	0.2897286858
674	0.2892821961
675	0.2889194856
676	0.288617467
677	0.2882162902
678	0.2880064362
679	0.2877500128
680	0.2874765943
681	0.2871148545
682	0.2864637154
683	0.2859228455
684	0.2857068666
685	0.2851998839
686	0.2848886225
687	0.2846221894
688	0.284117581
689	0.2838473194
690	0.2833709448
691	0.283148322
692	0.2827498474
693	0.2825444685
694	0.2823106879
695	0.2820003624
696	0.2818935775
697	0.2818275254
698	0.2812439129
699	0.2808954618
700	0.2806821105
701	0.2804599055
702	0.2801285819
703	0.2798005218
704	0.2795891358
705	0.2792317356
706	0.2790117003
707	0.2787295577
708	0.2783407463
709	0.2781654912
710	0.2779994239
711	0.2776860921
712	0.2775116891
713	0.2771975776
714	0.2768372466
715	0.2766368619
716	0.2763680709
717	0.2759918538
718	0.2755787961
719	0.2752000754
720	0.2750714929
721	0.2747592269
722	0.2746429291
723	0.2742801826
724	0.2739691045
725	0.273333497
726	0.2731285329
727	0.2728519794
728	0.2726273859
729	0.2723678552
730	0.2720752201
731	0.2717946312
732	0.271283351
733	0.2709915184
734	0.2706485606
735	0.2701644456
736	0.2699367369
737	0.269873553
738	0.2696202327
739	0.2692518822
740	0.2689228352
741	0.2686122393
742	0.26816357
743	0.26794428
744	0.2675657491
745	0.2670654084
746	0.2666678553
747	0.266350885
748	0.2660579942
749	0.2657280948
750	0.2655518245
751	0.2653702426
752	0.2650270645
753	0.2647984792
754	0.2646553222
755	0.2642339628
756	0.2640660049
757	0.2637860674
758	0.2632923294
759	0.2628131725
760	0.262518588
761	0.2620675334
762	0.2618168315
763	0.2615615828
764	0.2613342569
765	0.2610661451
766	0.2609127151
767	0.2607354181
768	0.2605751244
769	0.2603531645
770	0.2599916281
771	0.2597628147
772	0.2595877363
773	0.259276777
774	0.2591243565
775	0.2586822038
776	0.2583198799
777	0.2581032614
778	0.2579538273
779	0.2575065878
780	0.2571164347
781	0.2567566948
782	0.2566532295
783	0.2563411392
784	0.2560500714
785	0.2559687918
786	0.2555873365
787	0.2551895747
788	0.2549807091
789	0.2547315269
790	0.2544426825
791	0.2542302844
792	0.2538422053
793	0.2534074199
794	0.2531376847
795	0.2528532623
796	0.2523746178
797	0.2520659905
798	0.2517770107
799	0.2516625818
800	0.2515601185
801	0.2512457677
802	0.2510392468
803	0.2506207588
804	0.2505258285
805	0.2501165132
806	0.249898848
807	0.2497250505
808	0.2494691294
809	0.2492441385
810	0.24879605
811	0.2485389131
812	0.2483275107
813	0.2481695486
814	0.2480807035
815	0.2479518746
816	0.247558749
817	0.2473147228
818	0.247066176
819	0.2468935554
820	0.2466612245
821	0.2462668173
822	0.2460991873
823	0.2457050014
824	0.2453560897
825	0.245160852
826	0.2448375513
827	0.2446040836
828	0.2443265231
829	0.2441511149
830	0.2438136086
831	0.2436819875
832	0.2435361725
833	0.2433266095
834	0.2430553071
835	0.2429068582
836	0.2425821105
837	0.2423258966
838	0.2419758007
839	0.2417823349
840	0.2416296951
841	0.2414430143
842	0.2410404448
843	0.2407429358
844	0.2403471483
845	0.2400134899
846	0.2396828482
847	0.2393655953
848	0.2391691045
849	0.2390474833
850	0.2388504679
851	0.2384832655
852	0.2382481585
853	0.2378515488
854	0.2375619336
855	0.2371237426
856	0.2369018102
857	0.2365491259
858	0.2362103846
859	0.2359868995
860	0.2356859458
861	0.2355924987
862	0.2353056737
863	0.2349158154
864	0.234767638
865	0.2343766175
866	0.2339890604
867	0.2338548207
868	0.2335325832
869	0.2331748051
870	0.2330704987
871	0.2328972797
872	0.2326995514
873	0.2325795162
874	0.2324855723
875	0.2323290924
876	0.2321597285
877	0.2319182848
878	0.2316239094
879	0.2313968034
880	0.2310979836
881	0.2307209421
882	0.230335262
883	0.2302302786
884	0.2299780648
885	0.2297436484
886	0.2294428306
887	0.2290050757
888	0.228694286
889	0.2285804353
890	0.2283246772
891	0.2282615514
892	0.2281539204
893	0.2280733719
894	0.227896999
895	0.2278092902
896	0.2274292782
897	0.2273085203
898	0.2271241442
899	0.2268989389
900	0.2265782845
901	0.2264081057
902	0.2262480307
903	0.2260717578
904	0.225895942
905	0.2257267636
906	0.2255223403
907	0.2254817174
908	0.2252616956
909	0.2248674089
910	0.2245912482
911	0.2244510886
912	0.2242242917
913	0.2240349331
914	0.2239001253
915	0.2236713628
916	0.2234249288
917	0.2232214231
918	0.2229193816
919	0.2226638157
920	0.2224534606
921	0.2223312421
922	0.222221929
923	0.2221274323
924	0.2219345595
925	0.2218088147
926	0.2216218629
927	0.2211949619
928	0.2210704425
929	0.2208445331
930	0.2206473439
931	0.2204465792
932	0.2202999895
933	0.2201605157
934	0.2198217391
935	0.2197200195
936	0.219635814
937	0.2194859222
938	0.2192773519
939	0.2191692249
940	0.2190283945
941	0.218800371
942	0.2185739949
943	0.2184234236
944	0.2182206239
945	0.2180951562
946	0.2178503387
947	0.2175846462
948	0.21739739
949	0.2172680541
950	0.2171422197
951	0.2169391149
952	0.2168441925
953	0.2165222106
954	0.2163564122
955	0.2161788371
956	0.2159004094
957	0.2156003325
958	0.2154909493
959	0.2153148473
960	0.2150535395
961	0.2147457093
962	0.2143742233
963	0.2142171872
964	0.2140558002
965	0.2138931454
966	0.2136893836
967	0.2136050801
968	0.2133552077
969	0.2132828007
970	0.2130617226
971	0.2127889333
972	0.2125508981
973	0.2124327724
974	0.2120700612
975	0.2119751826
976	0.2118157135
977	0.2116123996
978	0.2113554546
979	0.2111115735
980	0.2110834677
981	0.2107826264
982	0.2105887989
983	0.2104288161
984	0.2103588814
985	0.2102025833
986	0.2100341958
987	0.209856232
988	0.2096845224
989	0.2095508381
990	0.2094372929
991	0.2090842293
992	0.208906566
993	0.2087653846
994	0.2084023033
995	0.2081468987
996	0.207907933
997	0.2076960552
998	0.2075892987
999	0.2075307377
1000	0.2071651165
1001	0.2070835916
1002	0.2068643431
1003	0.2067531438
1004	0.2066819207
1005	0.2065516607
1006	0.2062741745
1007	0.206111751
1008	0.2059509541
1009	0.2058219486
1010	0.205657191
1011	0.2053248529
1012	0.2050894414
1013	0.204833481
1014	0.2046364456
1015	0.2044187061
1016	0.2040648281
1017	0.2038564454
1018	0.2036790184
1019	0.2034711995
1020	0.2032954419
1021	0.203114339
1022	0.2028559069
1023	0.2026879318
1024	0.2024429911
1025	0.2023204261
1026	0.202141126
1027	0.2018974753
1028	0.2016598928
1029	0.2015166363
1030	0.2014054734
1031	0.2011240734
1032	0.2008972943
1033	0.2007551069
1034	0.2006449734
1035	0.2004791888
1036	0.2003155851
1037	0.2002298232
1038	0.2000521069
1039	0.1999654601
1040	0.1998320331
1041	0.1996012827
1042	0.1994130463
1043	0.1992817015
1044	0.1991584306
1045	0.1990305486
1046	0.1989738409
1047	0.1988269463
1048	0.1987398897
1049	0.1986221044
1050	0.1984749
1051	0.1983707333
1052	0.1981828281
1053	0.1979182269
1054	0.1978213371
1055	0.1977039342
1056	0.1974823206
1057	0.1973039846
1058	0.1970720342
1059	0.1969286497
1060	0.1968018153
1061	0.1965956812
1062	0.1964118229
1063	0.1963776492
1064	0.1961255517
1065	0.1957841102
1066	0.1955619581
1067	0.1954143171
1068	0.1950847176
1069	0.1950188735
1070	0.1949331312
1071	0.1947422805
1072	0.1945236823
1073	0.1944182985
1074	0.1940881737
1075	0.1937286939
1076	0.1934736634
1077	0.1932879559
1078	0.1932056145
1079	0.1928680671
1080	0.1927573139
1081	0.1925916269
1082	0.1924805625
1083	0.1922125274
1084	0.1919986773
1085	0.1918873261
1086	0.1918120568
1087	0.1916613768
1088	0.1913516163
1089	0.1911668762
1090	0.1910529645
1091	0.1909208147
1092	0.1908222472
1093	0.1905995242
1094	0.1904744608
1095	0.1902800952
1096	0.1901211347
1097	0.1899548125
1098	0.1897635817
1099	0.189650708
1100	0.1893443977
1101	0.1891688415
1102	0.1890987763
1103	0.1888446678
1104	0.1886616304
1105	0.1884867653
1106	0.1883639958
1107	0.1881487891
1108	0.1877864101
1109	0.1876232243
1110	0.1873134678
1111	0.1872783734
1112	0.187116452
1113	0.1868997277
1114	0.1867211129
1115	0.1864698038
1116	0.1863719309
1117	0.1862434258
1118	0.186116702
1119	0.1859888886
1120	0.1858031683
1121	0.1856349704
1122	0.1855463854
1123	0.1853580088
1124	0.1851339774
1125	0.1849810703
1126	0.1848509527
1127	0.1846984907
1128	0.1845516158
1129	0.1844075989
1130	0.1841530376
1131	0.1840014133
1132	0.183727279
1133	0.1836534944
1134	0.1834383409
1135	0.1832313085
1136	0.1830848556
1137	0.1828913632
1138	0.1827449214
1139	0.1825127943
1140	0.1823658362
1141	0.1821215779
1142	0.1819006887
1143	0.1818098541
1144	0.181613703
1145	0.1814696088
1146	0.1811492686
1147	0.1810358537
1148	0.1809425536
1149	0.1807647296
1150	0.1807032184
1151	0.1806081919
1152	0.1805017855
1153	0.1803762672
1154	0.1801107726
1155	0.1799855824
1156	0.1797244802
1157	0.1795217783
1158	0.1793867346
1159	0.1791281894
1160	0.178984182
1161	0.1787959265
1162	0.1786337178
1163	0.1785415529
1164	0.1784596358
1165	0.1782902171
1166	0.1781862884
1167	0.1780344469
1168	0.177873322
1169	0.1776533924
1170	0.1775435043
1171	0.1774278588
1172	0.1772763283
1173	0.1771519997
1174	0.1769809
1175	0.1768098078
1176	0.1766790489
1177	0.1766033645
1178	0.1763500351
1179	0.1761670206
1180	0.1760064252
1181	0.1758146633
1182	0.1756007617
1183	0.1754768512
1184	0.1753290433
1185	0.1750619682
1186	0.175000016
1187	0.1748509804
1188	0.174672655
1189	0.174570114
1190	0.1744042899
1191	0.1741635496
1192	0.1739634655
1193	0.1738564812
1194	0.1737008593
1195	0.173535926
1196	0.1734727781
1197	0.1733154913
1198	0.1731299402
1199	0.1730903377
